Date/Time,Pressure,Temp F
8/17/2022 16:00,14.8907,74.271
8/17/2022 16:15,14.8925,74.098
8/17/2022 16:30,14.8902,74.098
8/17/2022 16:45,14.8896,73.926
8/17/2022 17:00,14.8896,73.926
8/17/2022 17:15,14.8913,73.753
8/17/2022 17:30,14.889,73.753
8/17/2022 17:45,14.8913,73.753
8/17/2022 18:00,14.889,73.753
8/17/2022 18:15,14.8952,73.58
8/17/2022 18:30,14.8929,73.58
8/17/2022 18:45,14.8952,73.58
8/17/2022 19:00,14.8974,73.58
8/17/2022 19:15,14.8974,73.58
8/17/2022 19:30,14.8974,73.58
8/17/2022 19:45,14.8952,73.58
8/17/2022 20:00,14.8974,73.58
8/17/2022 20:15,14.8997,73.58
8/17/2022 20:30,14.9019,73.58
8/17/2022 20:45,14.9036,73.407
8/17/2022 21:00,14.9036,73.407
8/17/2022 21:15,14.9036,73.407
8/17/2022 21:30,14.9013,73.407
8/17/2022 21:45,14.9036,73.407
8/17/2022 22:00,14.9036,73.407
8/17/2022 22:15,14.9029,73.234
8/17/2022 22:30,14.9029,73.234
8/17/2022 22:45,14.9052,73.234
8/17/2022 23:00,14.9074,73.234
8/17/2022 23:15,14.9052,73.234
8/17/2022 23:30,14.9047,73.062
8/17/2022 23:45,14.9023,73.062
8/18/2022 0:00,14.9047,73.062
8/18/2022 0:15,14.9023,73.062
8/18/2022 0:30,14.9002,73.062
8/18/2022 0:45,14.8957,73.062
8/18/2022 1:00,14.8928,72.891
8/18/2022 1:15,14.8928,72.891
8/18/2022 1:30,14.8928,72.891
8/18/2022 1:45,14.8906,72.891
8/18/2022 2:00,14.8906,72.891
8/18/2022 2:15,14.8883,72.891
8/18/2022 2:30,14.8861,72.891
8/18/2022 2:45,14.8861,72.891
8/18/2022 3:00,14.8861,72.891
8/18/2022 3:15,14.8838,72.891
8/18/2022 3:30,14.8861,72.891
8/18/2022 3:45,14.8883,72.891
8/18/2022 4:00,14.8855,72.718
8/18/2022 4:15,14.8877,72.718
8/18/2022 4:30,14.89,72.718
8/18/2022 4:45,14.8855,72.718
8/18/2022 5:00,14.8849,72.545
8/18/2022 5:15,14.8849,72.545
8/18/2022 5:30,14.8849,72.545
8/18/2022 5:45,14.8894,72.545
8/18/2022 6:00,14.8916,72.545
8/18/2022 6:15,14.8916,72.545
8/18/2022 6:30,14.8916,72.545
8/18/2022 6:45,14.8939,72.545
8/18/2022 7:00,14.8955,72.372
8/18/2022 7:15,14.8978,72.372
8/18/2022 7:30,14.9,72.372
8/18/2022 7:45,14.9023,72.372
8/18/2022 8:00,14.9045,72.372
8/18/2022 8:15,14.9023,72.372
8/18/2022 8:30,14.9029,72.545
8/18/2022 8:45,14.9035,72.718
8/18/2022 9:00,14.9035,72.718
8/18/2022 9:15,14.9023,73.062
