Date/Time,Pressure,Temp F
12/17/2020 11:15,14.6243,77.923
12/17/2020 11:30,14.6304,77.749
12/17/2020 11:45,14.6388,77.574
12/17/2020 12:00,14.6337,77.4
12/17/2020 12:15,14.6331,77.225
12/17/2020 12:30,14.6304,77.05
12/17/2020 12:45,14.6275,76.876
12/17/2020 13:00,14.6253,76.876
12/17/2020 13:15,14.623,76.876
12/17/2020 13:30,14.6236,77.05
12/17/2020 13:45,14.6169,77.05
12/17/2020 14:00,14.6191,77.05
12/17/2020 14:15,14.8587,76.703
12/17/2020 14:30,15.0464,76.354
12/17/2020 14:45,14.9879,76.354
12/17/2020 15:00,14.8951,76.181
12/17/2020 15:15,14.9131,76.181
12/17/2020 15:30,14.9907,75.832
12/17/2020 15:45,14.963,75.659
12/17/2020 16:00,14.9174,75.484
12/17/2020 16:15,14.8838,75.484
12/17/2020 16:30,14.859,75.484
12/17/2020 16:45,14.8439,75.659
12/17/2020 17:00,14.8303,75.659
12/17/2020 17:15,14.8213,75.659
12/17/2020 17:30,14.8101,75.659
12/17/2020 17:45,14.7921,75.659
12/17/2020 18:00,14.7808,75.659
12/17/2020 18:15,14.7634,75.832
12/17/2020 18:30,14.7477,75.832
12/17/2020 18:45,14.7342,75.832
12/17/2020 19:00,14.7252,75.832
12/17/2020 19:15,14.7163,75.832
12/17/2020 19:30,14.7073,75.832
12/17/2020 19:45,14.701,76.006
12/17/2020 20:00,14.6944,76.006
12/17/2020 20:15,14.692,76.006
12/17/2020 20:30,14.6899,76.006
12/17/2020 20:45,14.6836,76.181
12/17/2020 21:00,14.6791,76.181
12/17/2020 21:15,14.6769,76.181
12/17/2020 21:30,14.6791,76.181
12/17/2020 21:45,14.6791,76.181
12/17/2020 22:00,14.6746,76.181
12/17/2020 22:15,14.6725,76.181
12/17/2020 22:30,14.6752,76.354
12/17/2020 22:45,14.673,76.354
12/17/2020 23:00,14.6707,76.354
12/17/2020 23:15,14.6685,76.354
12/17/2020 23:30,14.6662,76.354
12/17/2020 23:45,14.6623,76.528
12/18/2020 0:00,14.6578,76.528
12/18/2020 0:15,14.6533,76.528
12/18/2020 0:30,14.6511,76.528
12/18/2020 0:45,14.6443,76.528
12/18/2020 1:00,14.6421,76.528
12/18/2020 1:15,14.6375,76.528
12/18/2020 1:30,14.6337,76.703
12/18/2020 1:45,14.6246,76.703
12/18/2020 2:00,14.6246,76.703
12/18/2020 2:15,14.6201,76.703
12/18/2020 2:30,14.6179,76.703
12/18/2020 2:45,14.6156,76.703
12/18/2020 3:00,14.6089,76.703
12/18/2020 3:15,14.6066,76.703
12/18/2020 3:30,14.6021,76.703
12/18/2020 3:45,14.5999,76.703
12/18/2020 4:00,14.5982,76.876
12/18/2020 4:15,14.5937,76.876
12/18/2020 4:30,14.5937,76.876
12/18/2020 4:45,14.5892,76.876
12/18/2020 5:00,14.587,76.876
12/18/2020 5:15,14.587,76.876
12/18/2020 5:30,14.587,76.876
12/18/2020 5:45,14.5892,76.876
12/18/2020 6:00,14.5892,76.876
12/18/2020 6:15,14.5892,76.876
12/18/2020 6:30,14.587,76.876
12/18/2020 6:45,14.5802,76.876
12/18/2020 7:00,14.5892,76.876
12/18/2020 7:15,14.5892,76.876
12/18/2020 7:30,14.6005,76.876
12/18/2020 7:45,14.596,76.876
12/18/2020 8:00,14.6027,76.876
12/18/2020 8:15,14.6027,76.876
12/18/2020 8:30,14.6033,77.05
12/18/2020 8:45,14.6056,77.05
12/18/2020 9:00,14.6056,77.05
12/18/2020 9:15,14.6033,77.05
12/18/2020 9:30,14.5972,77.225
12/18/2020 9:45,14.5972,77.225
12/18/2020 10:00,14.5933,77.4
12/18/2020 10:15,14.5917,77.574
12/18/2020 10:30,14.5917,77.574
12/18/2020 10:45,14.5899,77.749
12/18/2020 11:00,14.586,77.923
12/18/2020 11:15,14.5821,78.098
12/18/2020 11:30,14.5844,78.098
12/18/2020 11:45,14.5805,78.274
12/18/2020 12:00,14.5827,78.274
12/18/2020 12:15,14.5811,78.449
12/18/2020 12:30,14.5766,78.449
12/18/2020 12:45,14.5748,78.624
12/18/2020 13:00,14.5727,78.624
12/18/2020 13:15,14.5703,78.624
12/18/2020 13:30,14.5658,78.624
12/18/2020 13:45,14.5664,78.8
12/18/2020 14:00,14.5619,78.8
12/18/2020 14:15,14.5603,78.975
12/18/2020 14:30,14.5625,78.975
12/18/2020 14:45,14.5643,78.8
12/18/2020 15:00,14.5586,78.449
12/18/2020 15:15,14.558,78.274
12/18/2020 15:30,14.558,78.274
12/18/2020 15:45,14.5512,78.274
12/18/2020 16:00,14.5535,78.274
12/18/2020 16:15,14.5557,78.274
12/18/2020 16:30,14.558,78.274
12/18/2020 16:45,14.5557,78.274
12/18/2020 17:00,14.5557,78.274
12/18/2020 17:15,14.5557,78.274
12/18/2020 17:30,14.5596,78.098
12/18/2020 17:45,14.5619,78.098
12/18/2020 18:00,14.5574,78.098
12/18/2020 18:15,14.5574,78.098
12/18/2020 18:30,14.5574,78.098
12/18/2020 18:45,14.5596,78.098
12/18/2020 19:00,14.5614,77.923
12/18/2020 19:15,14.5635,77.923
12/18/2020 19:30,14.5635,77.923
12/18/2020 19:45,14.5658,77.923
12/18/2020 20:00,14.5651,77.749
12/18/2020 20:15,14.5674,77.749
12/18/2020 20:30,14.5674,77.749
12/18/2020 20:45,14.5674,77.749
12/18/2020 21:00,14.5651,77.749
12/18/2020 21:15,14.5651,77.749
12/18/2020 21:30,14.569,77.574
12/18/2020 21:45,14.5669,77.574
12/18/2020 22:00,14.5669,77.574
12/18/2020 22:15,14.5669,77.574
12/18/2020 22:30,14.5624,77.574
12/18/2020 22:45,14.5645,77.574
12/18/2020 23:00,14.5624,77.574
12/18/2020 23:15,14.5624,77.574
12/18/2020 23:30,14.5585,77.749
12/18/2020 23:45,14.5606,77.749
12/19/2020 0:00,14.5585,77.749
12/19/2020 0:15,14.554,77.749
12/19/2020 0:30,14.5471,77.749
12/19/2020 0:45,14.545,77.749
12/19/2020 1:00,14.545,77.749
12/19/2020 1:15,14.5426,77.749
12/19/2020 1:30,14.5376,77.574
12/19/2020 1:45,14.5376,77.574
12/19/2020 2:00,14.536,77.749
12/19/2020 2:15,14.536,77.749
12/19/2020 2:30,14.5331,77.574
12/19/2020 2:45,14.5309,77.574
12/19/2020 3:00,14.5286,77.574
12/19/2020 3:15,14.5264,77.574
12/19/2020 3:30,14.5264,77.574
12/19/2020 3:45,14.5241,77.574
12/19/2020 4:00,14.5219,77.574
12/19/2020 4:15,14.5219,77.574
12/19/2020 4:30,14.5241,77.574
12/19/2020 4:45,14.5196,77.574
12/19/2020 5:00,14.5241,77.574
12/19/2020 5:15,14.5241,77.574
12/19/2020 5:30,14.5264,77.574
12/19/2020 5:45,14.5938,77.574
12/19/2020 6:00,14.5962,77.574
12/19/2020 6:15,14.6007,77.574
12/19/2020 6:30,14.6028,77.574
12/19/2020 6:45,14.6052,77.574
12/19/2020 7:00,14.6073,77.574
12/19/2020 7:15,14.6118,77.574
12/19/2020 7:30,14.6097,77.574
12/19/2020 7:45,14.6124,77.749
12/19/2020 8:00,14.6102,77.749
12/19/2020 8:15,14.6124,77.749
12/19/2020 8:30,14.6147,77.749
12/19/2020 8:45,14.6147,77.749
12/19/2020 9:00,14.6169,77.749
12/19/2020 9:15,14.6175,77.923
12/19/2020 9:30,14.6175,77.923
12/19/2020 9:45,14.6198,77.923
12/19/2020 10:00,14.6181,78.098
12/19/2020 10:15,14.6181,78.098
12/19/2020 10:30,14.6159,78.098
12/19/2020 10:45,14.6143,78.274
12/19/2020 11:00,14.6097,78.274
12/19/2020 11:15,14.6104,78.449
12/19/2020 11:30,14.6065,78.624
12/19/2020 11:45,14.6098,78.975
12/19/2020 12:00,14.6059,79.151
12/19/2020 12:15,14.6172,79.151
12/19/2020 12:30,14.6121,78.975
12/19/2020 12:45,14.6086,78.624
12/19/2020 13:00,14.6041,78.624
12/19/2020 13:15,14.602,78.624
12/19/2020 13:30,14.598,78.8
12/19/2020 13:45,14.5936,78.8
12/19/2020 14:00,14.5918,78.975
12/19/2020 14:15,14.5902,79.151
12/19/2020 14:30,14.5924,79.151
12/19/2020 14:45,14.5924,79.151
12/19/2020 15:00,14.5986,78.975
12/19/2020 15:15,14.593,78.624
12/19/2020 15:30,14.5901,78.449
12/19/2020 15:45,14.5878,78.449
12/19/2020 16:00,14.5907,78.624
12/19/2020 16:15,14.593,78.624
12/19/2020 16:30,14.5883,78.624
12/19/2020 16:45,14.5883,78.624
12/19/2020 17:00,14.593,78.624
12/19/2020 17:15,14.5951,78.624
12/19/2020 17:30,14.602,78.624
12/19/2020 17:45,14.6014,78.449
12/19/2020 18:00,14.6007,78.274
12/19/2020 18:15,14.6024,78.098
12/19/2020 18:30,14.6024,78.098
12/19/2020 18:45,14.604,77.923
12/19/2020 19:00,14.604,77.923
12/19/2020 19:15,14.6085,77.923
12/19/2020 19:30,14.6085,77.923
12/19/2020 19:45,14.6085,77.923
12/19/2020 20:00,14.613,77.923
12/19/2020 20:15,14.6175,77.923
12/19/2020 20:30,14.6175,77.923
12/19/2020 20:45,14.6175,77.923
12/19/2020 21:00,14.6198,77.923
12/19/2020 21:15,14.6243,77.923
12/19/2020 21:30,14.6243,77.923
12/19/2020 21:45,14.6265,77.923
12/19/2020 22:00,14.6288,77.923
12/19/2020 22:15,14.631,77.923
12/19/2020 22:30,14.6288,77.923
12/19/2020 22:45,14.6265,77.923
12/19/2020 23:00,14.604,77.923
12/19/2020 23:15,14.5973,77.923
12/19/2020 23:30,14.595,77.923
12/19/2020 23:45,14.595,77.923
12/20/2020 0:00,14.595,77.923
12/20/2020 0:15,14.5973,77.923
12/20/2020 0:30,14.5883,77.923
12/20/2020 0:45,14.5883,77.923
12/20/2020 1:00,14.5878,77.749
12/20/2020 1:15,14.5854,77.749
12/20/2020 1:30,14.5848,77.574
12/20/2020 1:45,14.5804,77.574
12/20/2020 2:00,14.5798,77.4
12/20/2020 2:15,14.573,77.4
12/20/2020 2:30,14.5724,77.225
12/20/2020 2:45,14.5724,77.225
12/20/2020 3:00,14.5696,77.05
12/20/2020 3:15,14.5679,77.225
12/20/2020 3:30,14.5724,77.225
12/20/2020 3:45,14.5724,77.225
12/20/2020 4:00,14.5747,77.225
12/20/2020 4:15,14.5769,77.225
12/20/2020 4:30,14.5798,77.4
12/20/2020 4:45,14.5775,77.4
12/20/2020 5:00,14.5819,77.4
12/20/2020 5:15,14.5819,77.4
12/20/2020 5:30,14.5843,77.4
12/20/2020 5:45,14.6247,77.4
12/20/2020 6:00,14.6271,77.4
12/20/2020 6:15,14.6292,77.4
12/20/2020 6:30,14.6337,77.4
12/20/2020 6:45,14.636,77.4
12/20/2020 7:00,14.6382,77.4
12/20/2020 7:15,14.636,77.4
12/20/2020 7:30,14.6382,77.4
12/20/2020 7:45,14.636,77.4
12/20/2020 8:00,14.6382,77.4
12/20/2020 8:15,14.6411,77.574
12/20/2020 8:30,14.6388,77.574
12/20/2020 8:45,14.6388,77.574
12/20/2020 9:00,14.6388,77.574
12/20/2020 9:15,14.6411,77.574
12/20/2020 9:30,14.6417,77.749
12/20/2020 9:45,14.6417,77.749
12/20/2020 10:00,14.6401,77.923
12/20/2020 10:15,14.6401,77.923
12/20/2020 10:30,14.6384,78.098
12/20/2020 10:45,14.6384,78.098
12/20/2020 11:00,14.6368,78.274
12/20/2020 11:15,14.6345,78.274
12/20/2020 11:30,14.6323,78.274
12/20/2020 11:45,14.6305,78.449
12/20/2020 12:00,14.6266,78.624
12/20/2020 12:15,14.6311,78.624
12/20/2020 12:30,14.6289,78.624
12/20/2020 12:45,14.6215,78.449
12/20/2020 13:00,14.6194,78.449
12/20/2020 13:15,14.6215,78.449
12/20/2020 13:30,14.6199,78.624
12/20/2020 13:45,14.6176,78.624
12/20/2020 14:00,14.6176,78.624
12/20/2020 14:15,14.6131,78.624
12/20/2020 14:30,14.6131,78.624
12/20/2020 14:45,14.6131,78.624
12/20/2020 15:00,14.6155,78.624
12/20/2020 15:15,14.6155,78.624
12/20/2020 15:30,14.6131,78.624
12/20/2020 15:45,14.616,78.8
12/20/2020 16:00,14.611,78.624
12/20/2020 16:15,14.6131,78.624
12/20/2020 16:30,14.611,78.624
12/20/2020 16:45,14.6086,78.624
12/20/2020 17:00,14.6131,78.624
12/20/2020 17:15,14.6131,78.624
12/20/2020 17:30,14.6176,78.624
12/20/2020 17:45,14.6199,78.624
12/20/2020 18:00,14.6215,78.449
12/20/2020 18:15,14.626,78.449
12/20/2020 18:30,14.626,78.449
12/20/2020 18:45,14.6239,78.449
12/20/2020 19:00,14.63,78.274
12/20/2020 19:15,14.6278,78.274
12/20/2020 19:30,14.63,78.274
12/20/2020 19:45,14.6317,78.098
12/20/2020 20:00,14.6317,78.098
12/20/2020 20:15,14.631,77.923
12/20/2020 20:30,14.631,77.923
12/20/2020 20:45,14.6333,77.923
12/20/2020 21:00,14.6401,77.923
12/20/2020 21:15,14.6401,77.923
12/20/2020 21:30,14.6446,77.923
12/20/2020 21:45,14.6468,77.923
12/20/2020 22:00,14.6491,77.923
12/20/2020 22:15,14.6468,77.923
12/20/2020 22:30,14.6468,77.923
12/20/2020 22:45,14.6468,77.923
12/20/2020 23:00,14.6468,77.923
12/20/2020 23:15,14.6468,77.923
12/20/2020 23:30,14.6468,77.923
12/20/2020 23:45,14.6485,77.749
12/21/2020 0:00,14.6439,77.749
12/21/2020 0:15,14.6417,77.749
12/21/2020 0:30,14.6366,77.574
12/21/2020 0:45,14.6343,77.574
12/21/2020 1:00,14.6321,77.574
12/21/2020 1:15,14.6298,77.574
12/21/2020 1:30,14.6276,77.574
12/21/2020 1:45,14.6298,77.574
12/21/2020 2:00,14.6231,77.574
12/21/2020 2:15,14.6253,77.574
12/21/2020 2:30,14.6276,77.574
12/21/2020 2:45,14.6231,77.574
12/21/2020 3:00,14.6208,77.574
12/21/2020 3:15,14.6253,77.574
12/21/2020 3:30,14.6186,77.574
12/21/2020 3:45,14.6186,77.574
12/21/2020 4:00,14.6208,77.574
12/21/2020 4:15,14.6208,77.574
12/21/2020 4:30,14.6186,77.574
12/21/2020 4:45,14.6231,77.574
12/21/2020 5:00,14.6253,77.574
12/21/2020 5:15,14.6298,77.574
12/21/2020 5:30,14.6298,77.574
12/21/2020 5:45,14.6316,77.4
12/21/2020 6:00,14.6337,77.4
12/21/2020 6:15,14.6427,77.4
12/21/2020 6:30,14.6427,77.4
12/21/2020 6:45,14.645,77.4
