"Plot Title: 4.1.7 Afono 3.29.2022"
"#","Date Time, GMT-11:00","Abs Pres, psi (LGR S/N: 20061679, SEN S/N: 20061679)","Temp, °F (LGR S/N: 20061679, SEN S/N: 20061679)","Coupler Detached (LGR S/N: 20061679)","Coupler Attached (LGR S/N: 20061679)","Host Connected (LGR S/N: 20061679)","Stopped (LGR S/N: 20061679)","End Of File (LGR S/N: 20061679)"
1,03/29/22 01:00:00 PM,14.6632,81.797,Logged,,,,
2,03/29/22 01:15:00 PM,14.6697,80.382,,,,,
3,03/29/22 01:30:00 PM,14.6646,80.206,,,,,
4,03/29/22 01:45:00 PM,14.6624,80.206,,,,,
5,03/29/22 02:00:00 PM,14.6601,80.206,,,,,
6,03/29/22 02:15:00 PM,14.6556,80.206,,,,,
7,03/29/22 02:30:00 PM,14.6540,80.382,,,,,
8,03/29/22 02:45:00 PM,14.6540,80.382,,,,,
9,03/29/22 03:00:00 PM,14.6540,80.382,,,,,
10,03/29/22 03:15:00 PM,14.6540,80.382,,,,,
11,03/29/22 03:30:00 PM,14.6517,80.382,,,,,
12,03/29/22 03:45:00 PM,14.6495,80.382,,,,,
13,03/29/22 04:00:00 PM,14.6517,80.382,,,,,
14,03/29/22 04:15:00 PM,14.6495,80.382,,,,,
15,03/29/22 04:30:00 PM,14.6517,80.382,,,,,
16,03/29/22 04:45:00 PM,14.6540,80.382,,,,,
17,03/29/22 05:00:00 PM,14.6540,80.382,,,,,
18,03/29/22 05:15:00 PM,14.6585,80.382,,,,,
19,03/29/22 05:30:00 PM,14.6607,80.382,,,,,
20,03/29/22 05:45:00 PM,14.6607,80.382,,,,,
21,03/29/22 06:00:00 PM,14.6646,80.206,,,,,
22,03/29/22 06:15:00 PM,14.6691,80.206,,,,,
23,03/29/22 06:30:00 PM,14.6714,80.206,,,,,
24,03/29/22 06:45:00 PM,14.6759,80.206,,,,,
25,03/29/22 07:00:00 PM,14.6759,80.206,,,,,
26,03/29/22 07:15:00 PM,14.6828,80.206,,,,,
27,03/29/22 07:30:00 PM,14.6843,80.029,,,,,
28,03/29/22 07:45:00 PM,14.6888,80.029,,,,,
29,03/29/22 08:00:00 PM,14.6888,80.029,,,,,
30,03/29/22 08:15:00 PM,14.6888,80.029,,,,,
31,03/29/22 08:30:00 PM,14.6933,80.029,,,,,
32,03/29/22 08:45:00 PM,14.6957,80.029,,,,,
33,03/29/22 09:00:00 PM,14.6933,80.029,,,,,
34,03/29/22 09:15:00 PM,14.6957,80.029,,,,,
35,03/29/22 09:30:00 PM,14.6978,80.029,,,,,
36,03/29/22 09:45:00 PM,14.7002,80.029,,,,,
37,03/29/22 10:00:00 PM,14.7002,80.029,,,,,
38,03/29/22 10:15:00 PM,14.7023,80.029,,,,,
39,03/29/22 10:30:00 PM,14.7023,80.029,,,,,
40,03/29/22 10:45:00 PM,14.7002,80.029,,,,,
41,03/29/22 11:00:00 PM,14.6978,80.029,,,,,
42,03/29/22 11:15:00 PM,14.6978,80.029,,,,,
43,03/29/22 11:30:00 PM,14.6973,79.853,,,,,
44,03/29/22 11:45:00 PM,14.6996,79.853,,,,,
45,03/30/22 12:00:00 AM,14.6996,79.853,,,,,
46,03/30/22 12:15:00 AM,14.6951,79.853,,,,,
47,03/30/22 12:30:00 AM,14.6928,79.853,,,,,
48,03/30/22 12:45:00 AM,14.6861,79.853,,,,,
49,03/30/22 01:00:00 AM,14.6838,79.853,,,,,
50,03/30/22 01:15:00 AM,14.6861,79.853,,,,,
51,03/30/22 01:30:00 AM,14.6838,79.853,,,,,
52,03/30/22 01:45:00 AM,14.6816,79.853,,,,,
53,03/30/22 02:00:00 AM,14.6793,79.853,,,,,
54,03/30/22 02:15:00 AM,14.6793,79.853,,,,,
55,03/30/22 02:30:00 AM,14.6787,79.678,,,,,
56,03/30/22 02:45:00 AM,14.6787,79.678,,,,,
57,03/30/22 03:00:00 AM,14.6765,79.678,,,,,
58,03/30/22 03:15:00 AM,14.6765,79.678,,,,,
59,03/30/22 03:30:00 AM,14.6765,79.678,,,,,
60,03/30/22 03:45:00 AM,14.6765,79.678,,,,,
61,03/30/22 04:00:00 AM,14.6765,79.678,,,,,
62,03/30/22 04:15:00 AM,14.6787,79.678,,,,,
63,03/30/22 04:30:00 AM,14.6810,79.678,,,,,
64,03/30/22 04:45:00 AM,14.6787,79.678,,,,,
65,03/30/22 05:00:00 AM,14.6832,79.678,,,,,
66,03/30/22 05:15:00 AM,14.6832,79.678,,,,,
67,03/30/22 05:30:00 AM,14.6877,79.678,,,,,
68,03/30/22 05:45:00 AM,14.6900,79.678,,,,,
69,03/30/22 06:00:00 AM,14.6922,79.678,,,,,
70,03/30/22 06:15:00 AM,14.6916,79.502,,,,,
71,03/30/22 06:30:00 AM,14.6939,79.502,,,,,
72,03/30/22 06:45:00 AM,14.7006,79.502,,,,,
73,03/30/22 07:00:00 AM,14.7029,79.502,,,,,
74,03/30/22 07:15:00 AM,14.7051,79.502,,,,,
75,03/30/22 07:30:00 AM,14.7096,79.502,,,,,
76,03/30/22 07:45:00 AM,14.7119,79.502,,,,,
77,03/30/22 08:00:00 AM,14.7119,79.502,,,,,
78,03/30/22 08:15:00 AM,14.7142,79.502,,,,,
79,03/30/22 08:30:00 AM,14.7148,79.678,,,,,
80,03/30/22 08:45:00 AM,14.7170,79.678,,,,,
81,03/30/22 09:00:00 AM,14.7170,79.678,,,,,
82,03/30/22 09:15:00 AM,14.7170,79.678,,,,,
83,03/30/22 09:30:00 AM,14.7154,79.853,,,,,
84,03/30/22 09:45:00 AM,14.7131,79.853,,,,,
85,03/30/22 10:00:00 AM,14.7131,79.853,,,,,
86,03/30/22 10:15:00 AM,14.7136,80.029,,,,,
87,03/30/22 10:30:00 AM,14.7136,80.029,,,,,
88,03/30/22 10:45:00 AM,14.7097,80.206,,,,,
89,03/30/22 11:00:00 AM,14.7074,80.206,,,,,
90,03/30/22 11:15:00 AM,14.7058,80.382,,,,,
