"Plot Title: 4.1.3 Fagasa 6.15.2023"
"#","Date Time, GMT-11:00","Abs Pres, psi (LGR S/N: 20402306, SEN S/N: 20402306)","Temp, °F (LGR S/N: 20402306, SEN S/N: 20402306)","Coupler Detached (LGR S/N: 20402306)","Coupler Attached (LGR S/N: 20402306)","Host Connected (LGR S/N: 20402306)","Stopped (LGR S/N: 20402306)","End Of File (LGR S/N: 20402306)"
1,06/15/23 11:45:00 AM,15.0188,78.975,Logged,,,,
2,06/15/23 12:00:00 PM,15.0165,78.975,,,,,
3,06/15/23 12:15:00 PM,15.0098,79.151,,,,,
4,06/15/23 12:30:00 PM,15.0050,79.151,,,,,
5,06/15/23 12:45:00 PM,15.0026,79.151,,,,,
6,06/15/23 01:00:00 PM,14.9959,79.326,,,,,
7,06/15/23 01:15:00 PM,14.9936,79.326,,,,,
8,06/15/23 01:30:00 PM,14.9911,79.326,,,,,
9,06/15/23 01:45:00 PM,14.9844,79.502,,,,,
10,06/15/23 02:00:00 PM,14.9820,79.502,,,,,
11,06/15/23 02:15:00 PM,14.9778,79.678,,,,,
12,06/15/23 02:30:00 PM,14.9730,79.678,,,,,
13,06/15/23 02:45:00 PM,14.9705,79.678,,,,,
14,06/15/23 03:00:00 PM,14.9682,79.678,,,,,
15,06/15/23 03:15:00 PM,14.9634,79.678,,,,,
16,06/15/23 03:30:00 PM,14.9634,79.678,,,,,
17,06/15/23 03:45:00 PM,14.9611,79.678,,,,,
18,06/15/23 04:00:00 PM,14.9606,79.502,,,,,
19,06/15/23 04:15:00 PM,14.9630,79.502,,,,,
20,06/15/23 04:30:00 PM,14.9579,79.326,,,,,
21,06/15/23 04:45:00 PM,14.9602,79.326,,,,,
22,06/15/23 05:00:00 PM,14.9627,79.326,,,,,
23,06/15/23 05:15:00 PM,14.9650,79.326,,,,,
24,06/15/23 05:30:00 PM,14.9646,79.151,,,,,
25,06/15/23 05:45:00 PM,14.9670,79.151,,,,,
26,06/15/23 06:00:00 PM,14.9670,79.151,,,,,
27,06/15/23 06:15:00 PM,14.9689,78.975,,,,,
28,06/15/23 06:30:00 PM,14.9737,78.975,,,,,
29,06/15/23 06:45:00 PM,14.9712,78.975,,,,,
30,06/15/23 07:00:00 PM,14.9756,78.800,,,,,
31,06/15/23 07:15:00 PM,14.9756,78.800,,,,,
32,06/15/23 07:30:00 PM,14.9756,78.800,,,,,
33,06/15/23 07:45:00 PM,14.9753,78.624,,,,,
34,06/15/23 08:00:00 PM,14.9753,78.624,,,,,
35,06/15/23 08:15:00 PM,14.9753,78.624,,,,,
36,06/15/23 08:30:00 PM,14.9776,78.624,,,,,
37,06/15/23 08:45:00 PM,14.9799,78.624,,,,,
38,06/15/23 09:00:00 PM,14.9772,78.449,,,,,
39,06/15/23 09:15:00 PM,14.9772,78.449,,,,,
40,06/15/23 09:30:00 PM,14.9772,78.449,,,,,
41,06/15/23 09:45:00 PM,14.9772,78.449,,,,,
42,06/15/23 10:00:00 PM,14.9772,78.449,,,,,
43,06/15/23 10:15:00 PM,14.9749,78.449,,,,,
44,06/15/23 10:30:00 PM,14.9724,78.449,,,,,
45,06/15/23 10:45:00 PM,14.9724,78.449,,,,,
46,06/15/23 11:00:00 PM,14.9724,78.449,,,,,
47,06/15/23 11:15:00 PM,14.9653,78.449,,,,,
48,06/15/23 11:30:00 PM,14.9630,78.449,,,,,
49,06/15/23 11:45:00 PM,14.9602,78.274,,,,,
50,06/16/23 12:00:00 AM,14.9577,78.274,,,,,
51,06/16/23 12:15:00 AM,14.9602,78.274,,,,,
52,06/16/23 12:30:00 AM,14.9554,78.274,,,,,
53,06/16/23 12:45:00 AM,14.9531,78.274,,,,,
54,06/16/23 01:00:00 AM,14.9506,78.274,,,,,
55,06/16/23 01:15:00 AM,14.9554,78.274,,,,,
56,06/16/23 01:30:00 AM,14.9506,78.274,,,,,
57,06/16/23 01:45:00 AM,14.9458,78.274,,,,,
58,06/16/23 02:00:00 AM,14.9458,78.274,,,,,
59,06/16/23 02:15:00 AM,14.9412,78.274,,,,,
60,06/16/23 02:30:00 AM,14.9387,78.274,,,,,
61,06/16/23 02:45:00 AM,14.9364,78.274,,,,,
62,06/16/23 03:00:00 AM,14.9340,78.274,,,,,
63,06/16/23 03:15:00 AM,14.9316,78.274,,,,,
64,06/16/23 03:30:00 AM,14.9268,78.274,,,,,
65,06/16/23 03:45:00 AM,14.9289,78.098,,,,,
66,06/16/23 04:00:00 AM,14.9241,78.098,,,,,
67,06/16/23 04:15:00 AM,14.9241,78.098,,,,,
68,06/16/23 04:30:00 AM,14.9266,78.098,,,,,
69,06/16/23 04:45:00 AM,14.9241,78.098,,,,,
70,06/16/23 05:00:00 AM,14.9241,78.098,,,,,
71,06/16/23 05:15:00 AM,14.9266,78.098,,,,,
72,06/16/23 05:30:00 AM,14.9289,78.098,,,,,
73,06/16/23 05:45:00 AM,14.9266,78.098,,,,,
74,06/16/23 06:00:00 AM,14.9241,78.098,,,,,
75,06/16/23 06:15:00 AM,14.9289,78.098,,,,,
76,06/16/23 06:30:00 AM,14.9266,78.098,,,,,
77,06/16/23 06:45:00 AM,14.9289,78.098,,,,,
78,06/16/23 07:00:00 AM,14.9312,78.098,,,,,
79,06/16/23 07:15:00 AM,14.9337,78.098,,,,,
80,06/16/23 07:30:00 AM,14.9360,78.098,,,,,
81,06/16/23 07:45:00 AM,14.9360,78.098,,,,,
82,06/16/23 08:00:00 AM,14.9383,78.098,,,,,
83,06/16/23 08:15:00 AM,14.9383,78.098,,,,,
84,06/16/23 08:30:00 AM,14.9383,78.098,,,,,
85,06/16/23 08:45:00 AM,14.9412,78.274,,,,,
86,06/16/23 09:00:00 AM,14.9412,78.274,,,,,
87,06/16/23 09:15:00 AM,14.9412,78.274,,,,,
88,06/16/23 09:30:00 AM,14.9392,78.449,,,,,
89,06/16/23 09:45:00 AM,14.9415,78.449,,,,,
90,06/16/23 10:00:00 AM,14.9415,78.449,,,,,
91,06/16/23 10:15:00 AM,14.9396,78.624,,,,,
92,06/16/23 10:30:00 AM,14.9396,78.624,,,,,
93,06/16/23 10:45:00 AM,14.9396,78.624,,,,,
94,06/16/23 11:00:00 AM,14.9376,78.800,,,,,
95,06/16/23 11:15:00 AM,14.9328,78.800,,,,,
96,06/16/23 11:30:00 AM,14.9309,78.975,,,,,
97,06/16/23 11:45:00 AM,14.9309,78.975,,,,,
98,06/16/23 12:00:00 PM,14.9266,79.151,,,,,
99,06/16/23 12:15:00 PM,14.9222,79.326,,,,,
100,06/16/23 12:30:00 PM,14.9179,79.502,,,,,
101,06/16/23 12:45:00 PM,14.9112,79.678,,,,,
102,06/16/23 01:00:00 PM,14.9092,79.853,,,,,
103,06/16/23 01:15:00 PM,14.9092,79.853,,,,,
104,06/16/23 01:30:00 PM,14.9068,79.853,,,,,
105,06/16/23 01:45:00 PM,14.9306,79.853,,,,,
106,06/16/23 02:00:00 PM,14.9405,80.029,,,,,
107,06/16/23 02:15:00 PM,14.9405,80.029,,,,,
108,06/16/23 02:30:00 PM,14.9405,80.029,,,,,
109,06/16/23 02:45:00 PM,14.9428,80.029,,,,,
110,06/16/23 03:00:00 PM,14.9329,79.853,,,,,
111,06/16/23 03:15:00 PM,14.9210,79.853,,,,,
112,06/16/23 03:30:00 PM,14.9135,79.678,,,,,
113,06/16/23 03:45:00 PM,14.9112,79.678,,,,,
114,06/16/23 04:00:00 PM,14.9041,79.678,,,,,
115,06/16/23 04:15:00 PM,14.9036,79.502,,,,,
116,06/16/23 04:30:00 PM,14.8989,79.502,,,,,
117,06/16/23 04:45:00 PM,14.8984,79.326,,,,,
118,06/16/23 05:00:00 PM,14.9032,79.326,,,,,
119,06/16/23 05:15:00 PM,14.9009,79.326,,,,,
120,06/16/23 05:30:00 PM,14.9052,79.151,,,,,
121,06/16/23 05:45:00 PM,14.9028,79.151,,,,,
122,06/16/23 06:00:00 PM,14.9028,79.151,,,,,
123,06/16/23 06:15:00 PM,14.9052,79.151,,,,,
124,06/16/23 06:30:00 PM,14.9028,79.151,,,,,
125,06/16/23 06:45:00 PM,14.9048,78.975,,,,,
126,06/16/23 07:00:00 PM,14.9071,78.975,,,,,
127,06/16/23 07:15:00 PM,14.9094,78.975,,,,,
128,06/16/23 07:30:00 PM,14.9071,78.975,,,,,
129,06/16/23 07:45:00 PM,14.9071,78.975,,,,,
130,06/16/23 08:00:00 PM,14.9115,78.800,,,,,
131,06/16/23 08:15:00 PM,14.9115,78.800,,,,,
132,06/16/23 08:30:00 PM,14.9115,78.800,,,,,
133,06/16/23 08:45:00 PM,14.9138,78.800,,,,,
134,06/16/23 09:00:00 PM,14.9138,78.800,,,,,
135,06/16/23 09:15:00 PM,14.9163,78.800,,,,,
136,06/16/23 09:30:00 PM,14.9186,78.800,,,,,
137,06/16/23 09:45:00 PM,14.9181,78.624,,,,,
138,06/16/23 10:00:00 PM,14.9206,78.624,,,,,
139,06/16/23 10:15:00 PM,14.9206,78.624,,,,,
140,06/16/23 10:30:00 PM,14.9158,78.624,,,,,
141,06/16/23 10:45:00 PM,14.9181,78.624,,,,,
142,06/16/23 11:00:00 PM,14.9158,78.624,,,,,
143,06/16/23 11:15:00 PM,14.9158,78.624,,,,,
144,06/16/23 11:30:00 PM,14.9135,78.624,,,,,
145,06/16/23 11:45:00 PM,14.9135,78.624,,,,,
146,06/17/23 12:00:00 AM,14.9158,78.624,,,,,
147,06/17/23 12:15:00 AM,14.9135,78.624,,,,,
148,06/17/23 12:30:00 AM,14.9135,78.624,,,,,
149,06/17/23 12:45:00 AM,14.9087,78.624,,,,,
150,06/17/23 01:00:00 AM,14.9087,78.624,,,,,
151,06/17/23 01:15:00 AM,14.9087,78.624,,,,,
152,06/17/23 01:30:00 AM,14.9064,78.624,,,,,
153,06/17/23 01:45:00 AM,14.9039,78.624,,,,,
154,06/17/23 02:00:00 AM,14.9039,78.624,,,,,
155,06/17/23 02:15:00 AM,14.9016,78.624,,,,,
156,06/17/23 02:30:00 AM,14.9016,78.624,,,,,
157,06/17/23 02:45:00 AM,14.8968,78.624,,,,,
158,06/17/23 03:00:00 AM,14.8945,78.624,,,,,
159,06/17/23 03:15:00 AM,14.8945,78.624,,,,,
160,06/17/23 03:30:00 AM,14.8920,78.624,,,,,
161,06/17/23 03:45:00 AM,14.8916,78.449,,,,,
162,06/17/23 04:00:00 AM,14.8893,78.449,,,,,
163,06/17/23 04:15:00 AM,14.8893,78.449,,,,,
164,06/17/23 04:30:00 AM,14.8870,78.449,,,,,
165,06/17/23 04:45:00 AM,14.8870,78.449,,,,,
166,06/17/23 05:00:00 AM,14.8870,78.449,,,,,
167,06/17/23 05:15:00 AM,14.8870,78.449,,,,,
168,06/17/23 05:30:00 AM,14.8893,78.449,,,,,
169,06/17/23 05:45:00 AM,14.8893,78.449,,,,,
170,06/17/23 06:00:00 AM,14.8916,78.449,,,,,
171,06/17/23 06:15:00 AM,14.8941,78.449,,,,,
172,06/17/23 06:30:00 AM,14.8964,78.449,,,,,
