DateTime,SRD_wpm2,HMD_pct,TMP_F,RNF_in,WND_deg,WNS_mph
2017-08-24 12:45:00,839,69.37,81.4,0,158,3.045
2017-08-24 13:00:00,901,76.18,81.6,0,140.3,4.009
2017-08-24 13:15:00,912,70.17,81.5,0,156.3,4.449
2017-08-24 13:30:00,907,67.92,81.6,0,174.4,3.901
2017-08-24 13:45:00,887,70.5,81.6,0,157.5,3.543
2017-08-24 14:00:00,774.6,72.52,81.2,0,165.9,3.84
2017-08-24 14:15:00,770.7,72.16,81.1,0,159.4,3.37
2017-08-24 14:30:00,582.4,74.51,80.4,0,182.2,3.521
2017-08-24 14:45:00,672,71.51,80.7,0,170.7,3.318
2017-08-24 15:00:00,600.3,70.78,80.8,0,143.8,2.488
2017-08-24 15:15:00,556.1,70.6,80.7,0,148,2.692
2017-08-24 15:30:00,454.8,73.3,79.9,0,169.3,3.406
2017-08-24 15:45:00,395.6,72.34,79.69,0,168.3,2.906
2017-08-24 16:00:00,385.8,72.26,79.65,0,163.6,2.478
2017-08-24 16:15:00,486.2,72.92,79.65,0,195.6,3.202
2017-08-24 16:30:00,264.4,71.8,79.24,0,186.7,2.768
2017-08-24 16:45:00,140.4,74.99,78.52,0,183.9,3.225
2017-08-24 17:00:00,50.56,72.97,78.34,0,165.7,2.403
2017-08-24 17:15:00,35.69,76.67,78.12,0,195.5,2.09
2017-08-24 17:30:00,29.16,72.64,77.74,0,186.1,2.068
2017-08-24 17:45:00,19.51,76.23,77.64,0,200.2,1.201
2017-08-24 18:00:00,12.38,83.8,76.98,0,174.5,0.713
2017-08-24 18:15:00,6.332,83.3,76.46,0,195.5,0.91
2017-08-24 18:30:00,1.42,83.9,76.1,0,204.3,0.515
2017-08-24 18:45:00,0.064,86.4,75.49,0,177.6,0.613
2017-08-24 19:00:00,0,87.3,75.23,0,179.8,0.615
2017-08-24 19:15:00,0,86.5,76.15,0,150.2,0.445
2017-08-24 19:30:00,0.001,83.2,75.7,0,173.6,0.796
2017-08-24 19:45:00,0.001,88.4,76.26,0,139.4,0.357
2017-08-24 20:00:00,0.001,89.5,76.11,0,166.6,0.259
2017-08-24 20:15:00,0,81.5,76.32,0,179.9,1.348
2017-08-24 20:30:00,0,88.2,77.04,0,183.9,0.202
2017-08-24 20:45:00,0,90.1,76.15,0,194.8,0.3
2017-08-24 21:00:00,0,86.9,76.46,0,143,1.077
2017-08-24 21:15:00,0,85,77.75,0,124.4,1.101
2017-08-24 21:30:00,0,80.7,77.5,0,175.4,0.786
2017-08-24 21:45:00,0,80.9,76.95,0,221.2,0.489
2017-08-24 22:00:00,0,79.06,76.4,0,184.4,1.171
2017-08-24 22:15:00,0,77.08,77.3,0,210.5,2.299
2017-08-24 22:30:00,0,77.79,77.42,0,199.7,2.295
2017-08-24 22:45:00,0,77.73,77.62,0,203.6,2.431
2017-08-24 23:00:00,0.001,77.69,78.05,0,196.3,2.589
2017-08-24 23:15:00,0,78.64,77.81,0,223.9,2.295
2017-08-24 23:30:00,0,81.5,77.58,0,200.7,1.652
2017-08-24 23:45:00,0,80.5,77.57,0,202.5,1.838
2017-08-25 00:00:00,0,81.1,77.43,0,210.2,1.471
2017-08-25 00:15:00,0,80.5,77.17,0,194.4,1.358
2017-08-25 00:30:00,0,87.3,76.98,0,187.6,1.118
