DateTime,SRD_wpm2,HMD_pct,TMP_F,RNF_in,WND_deg,WNS_mph
2016-06-17 10:30:00,383,76.8,82.1,0.0,302,6
2016-06-17 10:45:00,446,76.7,82.3,0.0,265,2
2016-06-17 11:00:00,536,76.8,83.0,0.0,269,3
2016-06-17 11:15:00,691,74.7,83.8,0.0,279,2
2016-06-17 11:30:00,408,75.2,84.5,0.0,265,1
2016-06-17 11:45:00,531,75.9,83.3,0.0,220,1
2016-06-17 12:00:00,801,71.8,84.9,0.0,258,1
2016-06-17 12:15:00,546,73.6,85.1,0.0,295,0
2016-06-17 12:30:00,533,72.7,84.6,0.0,177,0
2016-06-17 12:45:00,272,76.4,83.5,0.0,217,0
2016-06-17 13:00:00,349,76.1,82.6,0.0,248,1
2016-06-17 13:15:00,646,72.7,83.3,0.0,244,2
2016-06-17 13:30:00,552,71.5,84.1,0.0,285,2
2016-06-17 13:45:00,555,70.6,83.4,0.0,173,1
2016-06-17 14:00:00,538,71.0,84.3,0.0,225,1
2016-06-17 14:15:00,384,72.2,83.6,0.0,214,0
2016-06-17 14:30:00,414,72.6,83.4,0.0,224,0
2016-06-17 14:45:00,457,69.7,83.7,0.0,182,0
2016-06-17 15:00:00,515,70.2,83.9,0.0,199,1
2016-06-17 15:15:00,386,69.7,83.5,0.0,177,0
2016-06-17 15:30:00,572,66.6,84.3,0.0,159,0
2016-06-17 15:45:00,494,67.7,84.5,0.0,282,0
2016-06-17 16:00:00,418,68.7,83.8,0.0,252,0
2016-06-17 16:15:00,364,69.7,83.5,0.0,224,0
2016-06-17 16:30:00,217,72.7,82.3,0.0,282,0
2016-06-17 16:45:00,158,74.2,81.6,0.0,247,0
2016-06-17 17:00:00,127,76.2,81.2,0.0,290,1
2016-06-17 17:15:00,116,76.1,80.5,0.0,273,2
2016-06-17 17:30:00,58,77.6,80.3,0.0,266,1
2016-06-17 17:45:00,46,78.0,80.0,0.0,282,1
2016-06-17 18:00:00,19,78.3,79.7,0.0,272,0
2016-06-17 18:15:00,0,79.1,79.6,0.0,288,0
2016-06-17 18:30:00,0,79.3,79.6,0.0,306,0
2016-06-17 18:45:00,0,79.3,79.6,0.0,149,0
2016-06-17 19:00:00,0,80.2,79.6,0.0,296,0
2016-06-17 19:15:00,0,80.5,79.6,0.0,295,0
2016-06-17 19:30:00,0,80.6,79.6,0.0,266,0
2016-06-17 19:45:00,0,81.5,79.5,0.0,300,0
2016-06-17 20:00:00,0,82.4,79.4,0.0,259,1
2016-06-17 20:15:00,0,83.1,79.3,0.0,264,1
2016-06-17 20:30:00,0,82.8,79.5,0.0,234,0
2016-06-17 20:45:00,0,81.0,79.5,0.0,273,1
2016-06-17 21:00:00,0,80.4,79.6,0.0,259,1
2016-06-17 21:15:00,0,81.4,79.5,0.0,282,2
2016-06-17 21:30:00,0,79.7,79.7,0.0,272,1
2016-06-17 21:45:00,0,77.9,79.6,0.0,272,2
2016-06-17 22:00:00,0,80.7,79.6,0.0,276,0
2016-06-17 22:15:00,0,80.2,79.5,0.0,278,0
2016-06-17 22:30:00,0,79.1,79.5,0.0,241,0
2016-06-17 22:45:00,0,76.8,79.5,0.0,264,2
2016-06-17 23:00:00,0,78.8,79.2,0.0,300,0
2016-06-17 23:15:00,0,80.7,79.3,0.0,304,1
2016-06-17 23:30:00,0,81.8,79.3,0.0,279,2
2016-06-17 23:45:00,0,82.0,79.0,0.0,286,2
2016-06-18 00:00:00,0,81.2,78.8,0.0,290,0
2016-06-18 00:15:00,0,81.5,78.8,0.0,296,1
2016-06-18 00:30:00,0,81.5,78.6,0.0,264,0
2016-06-18 00:45:00,0,81.6,78.6,0.0,323,0
2016-06-18 01:00:00,0,81.0,78.6,0.0,275,0
2016-06-18 01:15:00,0,80.5,78.4,0.0,122,0
2016-06-18 01:30:00,0,79.8,78.2,0.0,295,1
2016-06-18 01:45:00,0,80.3,77.9,0.0,290,1
2016-06-18 02:00:00,0,78.7,78.1,0.0,299,1
2016-06-18 02:15:00,0,78.9,78.5,0.0,268,2
2016-06-18 02:30:00,0,78.5,78.5,0.0,285,1
2016-06-18 02:45:00,0,79.1,78.2,0.0,272,1
2016-06-18 03:00:00,0,79.8,78.2,0.0,289,2
2016-06-18 03:15:00,0,79.0,78.3,0.0,293,1
2016-06-18 03:30:00,0,79.9,78.3,0.0,282,2
2016-06-18 03:45:00,0,80.2,78.4,0.0,286,2
2016-06-18 04:00:00,0,78.0,78.3,0.0,282,2
2016-06-18 04:15:00,0,77.5,78.1,0.0,282,2
2016-06-18 04:30:00,0,77.1,77.8,0.0,272,1
2016-06-18 04:45:00,0,78.5,77.5,0.0,296,0
2016-06-18 05:00:00,0,79.9,77.3,0.0,293,0
2016-06-18 05:15:00,0,80.0,77.3,0.0,286,0
2016-06-18 05:30:00,0,80.6,77.4,0.0,201,0
2016-06-18 05:45:00,0,80.7,77.4,0.0,283,0
2016-06-18 06:00:00,0,82.7,77.2,0.0,290,0
2016-06-18 06:15:00,0,82.8,77.0,0.0,240,0
2016-06-18 06:30:00,0,83.8,77.2,0.0,279,0
2016-06-18 06:45:00,0,83.7,77.2,0.0,288,0
2016-06-18 07:00:00,7,84.2,77.1,0.0,275,0
2016-06-18 07:15:00,18,83.8,77.3,0.0,265,0
2016-06-18 07:30:00,41,83.1,77.4,0.0,290,0
2016-06-18 07:45:00,58,82.2,78.0,0.0,204,0
2016-06-18 08:00:00,48,81.6,78.0,0.0,290,0
2016-06-18 08:15:00,94,81.5,78.3,0.0,296,1
2016-06-18 08:30:00,184,79.3,79.6,0.0,293,1
2016-06-18 08:45:00,184,77.0,80.3,0.0,278,2
2016-06-18 09:00:00,223,76.1,80.9,0.0,266,2
2016-06-18 09:15:00,311,75.5,80.9,0.0,254,1
2016-06-18 09:30:00,286,75.2,81.3,0.0,261,0
2016-06-18 09:45:00,365,75.1,81.4,0.0,293,1
2016-06-18 10:00:00,442,72.4,82.4,0.0,279,0
2016-06-18 10:15:00,556,69.5,83.2,0.0,264,0
2016-06-18 10:30:00,509,70.7,83.7,0.0,299,1
2016-06-18 10:45:00,309,72.5,83.2,0.0,199,0
2016-06-18 11:00:00,363,74.1,82.5,0.0,289,0
2016-06-18 11:15:00,408,73.3,82.4,0.0,254,1
2016-06-18 11:30:00,468,72.4,82.9,0.0,271,0
2016-06-18 11:45:00,732,67.7,84.7,0.0,280,0
2016-06-18 12:00:00,462,73.0,84.0,0.0,240,0
2016-06-18 12:15:00,457,74.1,83.2,0.0,282,1
2016-06-18 12:30:00,785,70.7,83.4,0.0,297,1
2016-06-18 12:45:00,612,69.3,84.4,0.0,235,0
2016-06-18 13:00:00,636,68.2,84.5,0.0,200,0
2016-06-18 13:15:00,625,67.6,85.1,0.0,244,1
2016-06-18 13:30:00,538,70.2,83.9,0.0,228,0
2016-06-18 13:45:00,673,70.1,84.6,0.0,280,2
2016-06-18 14:00:00,433,71.5,83.5,0.0,303,0
2016-06-18 14:15:00,427,72.7,83.4,0.0,255,0
2016-06-18 14:30:00,692,68.2,84.7,0.0,289,1
2016-06-18 14:45:00,558,68.6,84.8,0.0,314,0
2016-06-18 15:00:00,724,66.2,85.3,0.0,223,0
2016-06-18 15:15:00,489,68.7,84.5,0.0,230,0
2016-06-18 15:30:00,546,68.6,84.9,0.0,280,0
2016-06-18 15:45:00,409,70.3,84.5,0.0,238,0
2016-06-18 16:00:00,207,76.0,82.7,0.0,244,0
2016-06-18 16:15:00,110,78.1,81.6,0.0,285,0
